Date (UTC),Timestamp (UTC),<1.0%,1.0–1.5%,1.5–2.0%,2.0–2.5%,2.5–3.0%,3.0–3.5%,≥3.5%
04-01-2026 12:00,1775044800,0.078,0.094,0.082,0.16,0.2625,0.19,0.135
04-01-2026 13:00,1775048400,0.078,0.093,0.0815,0.1575,0.2625,0.27,0.135
04-01-2026 14:00,1775052000,0.078,0.0935,0.0825,0.186,0.2625,0.185,0.135
04-01-2026 15:00,1775055600,0.077,0.0935,0.087,0.1565,0.2525,0.175,0.135
04-01-2026 16:00,1775059200,0.078,0.0935,0.0785,0.161,0.2525,0.235,0.135
04-01-2026 17:00,1775062800,0.078,0.0935,0.0865,0.161,0.2525,0.235,0.135
04-01-2026 18:00,1775066400,0.0775,0.0935,0.101,0.2725,0.219,0.18,0.135
04-01-2026 19:00,1775070000,0.0775,0.0935,0.101,0.2605,0.219,0.18,0.135
04-01-2026 20:00,1775073600,0.0695,0.0935,0.1005,0.228,0.2185,0.18,0.135
04-01-2026 21:00,1775077200,0.069,0.108,0.1005,0.2105,0.2145,0.185,0.135
04-01-2026 22:00,1775080800,0.069,0.1005,0.1005,0.2105,0.2195,0.2,0.135
04-01-2026 23:00,1775084400,0.0645,0.1005,0.1005,0.206,0.219,0.2,0.135
04-02-2026 00:00,1775088000,0.0645,0.1005,0.1005,0.206,0.219,0.2,0.135
04-02-2026 01:00,1775091600,0.0645,0.1005,0.1005,0.206,0.1835,0.2,0.135
04-02-2026 02:00,1775095200,0.0645,0.1135,0.1005,0.206,0.1835,0.2,0.135
04-02-2026 03:00,1775098800,0.0645,0.1135,0.1005,0.206,0.1835,0.2,0.135
04-02-2026 04:00,1775102400,0.0635,0.175,0.1005,0.206,0.1835,0.195,0.125
04-02-2026 05:00,1775106000,0.0635,0.099,0.1005,0.206,0.1835,0.195,0.125
04-02-2026 06:00,1775109600,0.0635,0.099,0.1005,0.206,0.1835,0.195,0.125
04-02-2026 07:00,1775113200,0.0635,0.0965,0.1005,0.206,0.1835,0.195,0.125
04-02-2026 08:00,1775116800,0.063,0.0965,0.1005,0.206,0.1835,0.195,0.125
04-02-2026 09:00,1775120400,0.063,0.0925,0.1005,0.206,0.1835,0.195,0.125
04-02-2026 10:00,1775124000,0.063,0.099,0.1225,0.206,0.1835,0.2,0.12
04-02-2026 11:00,1775127600,0.063,0.099,0.123,0.206,0.1835,0.2,0.12
04-02-2026 12:00,1775131200,0.063,0.099,0.123,0.206,0.1835,0.2,0.12
04-02-2026 13:00,1775134800,0.063,0.099,0.1275,0.206,0.1835,0.2,0.12
04-02-2026 14:00,1775138400,0.063,0.099,0.1225,0.206,0.1835,0.2,0.12
04-02-2026 15:00,1775142000,0.063,0.0995,0.1225,0.206,0.1835,0.195,0.12
04-02-2026 16:00,1775145600,0.063,0.096,0.1225,0.206,0.1835,0.195,0.12
04-02-2026 17:00,1775149200,0.063,0.0985,0.146,0.169,0.1825,0.195,0.115
04-02-2026 18:00,1775152800,0.0655,0.0985,0.1345,0.1305,0.1825,0.17,0.115
04-02-2026 19:00,1775156400,0.0655,0.169,0.1345,0.115,0.1825,0.19,0.115
04-02-2026 20:00,1775160000,0.0655,0.1515,0.1415,0.111,0.178,0.19,0.115
04-02-2026 21:00,1775163600,0.0655,0.1515,0.14,0.111,0.178,0.19,0.115
04-02-2026 22:00,1775167200,0.0655,0.1515,0.144,0.1255,0.1825,0.195,0.115
04-02-2026 23:00,1775170800,0.0655,0.1415,0.141,0.1485,0.1825,0.195,0.115
04-03-2026 00:00,1775174400,0.0655,0.1415,0.1415,0.1485,0.1825,0.195,0.115
04-03-2026 01:00,1775178000,0.0655,0.174,0.1415,0.152,0.1825,0.195,0.115
04-03-2026 02:00,1775181600,0.0655,0.178,0.14,0.1475,0.1825,0.195,0.115
04-03-2026 03:00,1775185200,0.0655,0.178,0.14,0.1475,0.1825,0.195,0.115
04-03-2026 04:00,1775188800,0.0655,0.179,0.14,0.141,0.1825,0.195,0.115
04-03-2026 05:00,1775192400,0.0655,0.1775,0.1395,0.142,0.1825,0.195,0.115
04-03-2026 07:00,1775199600,0.0655,0.1705,0.142,0.1445,0.1825,0.195,0.115
04-03-2026 08:00,1775203200,0.0655,0.176,0.142,0.1495,0.1825,0.195,0.115
04-03-2026 09:00,1775206800,0.111,0.176,0.143,0.143,0.1825,0.19,0.115
04-03-2026 10:00,1775210400,0.1085,0.1665,0.143,0.143,0.1825,0.195,0.115
04-03-2026 11:00,1775214000,0.1095,0.172,0.144,0.13,0.1825,0.195,0.115
04-03-2026 12:00,1775217600,0.1095,0.172,0.1415,0.125,0.1825,0.195,0.115
04-03-2026 13:00,1775221200,0.1095,0.172,0.1435,0.129,0.1825,0.195,0.115
04-03-2026 14:00,1775224800,0.106,0.172,0.14,0.12,0.1825,0.19,0.115
04-03-2026 15:00,1775228400,0.106,0.172,0.139,0.1195,0.1825,0.19,0.115
04-03-2026 16:00,1775232000,0.103,0.172,0.1415,0.111,0.183,0.195,0.125
04-03-2026 17:00,1775235600,0.103,0.131,0.14,0.111,0.183,0.195,0.115
04-03-2026 18:00,1775239200,0.1,0.1685,0.14,0.0945,0.183,0.205,0.125
04-03-2026 19:00,1775242800,0.0955,0.167,0.14,0.1045,0.183,0.205,0.125
04-03-2026 20:00,1775246400,0.0985,0.167,0.138,0.1125,0.183,0.205,0.125
04-03-2026 21:00,1775250000,0.0985,0.152,0.138,0.1125,0.183,0.21,0.125
04-03-2026 22:00,1775253600,0.085,0.152,0.1325,0.0955,0.183,0.21,0.125
04-03-2026 23:00,1775257200,0.085,0.152,0.132,0.0955,0.183,0.21,0.125
04-04-2026 00:00,1775260800,0.085,0.152,0.132,0.0955,0.183,0.21,0.125
04-04-2026 01:00,1775264400,0.085,0.152,0.1315,0.0955,0.183,0.21,0.125
04-04-2026 02:00,1775268000,0.088,0.152,0.131,0.09,0.183,0.21,0.125
04-04-2026 03:00,1775271600,0.0865,0.152,0.1305,0.102,0.183,0.21,0.125
04-04-2026 05:00,1775278800,0.0865,0.152,0.132,0.0905,0.183,0.21,0.125
04-04-2026 06:00,1775282400,0.0865,0.152,0.132,0.0905,0.183,0.21,0.125
04-04-2026 07:00,1775286000,0.0895,0.152,0.1315,0.103,0.183,0.21,0.12
04-04-2026 08:00,1775289600,0.086,0.152,0.1315,0.1085,0.183,0.24,0.12
04-04-2026 09:00,1775293200,0.086,0.152,0.1315,0.094,0.183,0.24,0.12
04-04-2026 10:00,1775296800,0.086,0.152,0.139,0.094,0.183,0.24,0.12
04-04-2026 11:00,1775300400,0.086,0.195,0.1385,0.094,0.183,0.24,0.12
04-04-2026 12:00,1775304000,0.086,0.195,0.1385,0.094,0.183,0.24,0.12
04-04-2026 13:00,1775307600,0.086,0.195,0.1385,0.146,0.183,0.24,0.12
04-04-2026 14:00,1775311200,0.086,0.1095,0.1385,0.146,0.183,0.24,0.115
04-04-2026 15:00,1775314800,0.086,0.1095,0.1465,0.146,0.183,0.24,0.115
04-04-2026 16:00,1775318400,0.086,0.1095,0.1465,0.1335,0.183,0.24,0.115
04-04-2026 17:00,1775322000,0.086,0.1435,0.1465,0.1335,0.183,0.245,0.135
04-04-2026 18:00,1775325600,0.086,0.1435,0.1465,0.1335,0.183,0.245,0.135
04-04-2026 19:00,1775329200,0.086,0.1525,0.1465,0.1335,0.183,0.275,0.115
04-04-2026 20:00,1775332800,0.086,0.1525,0.147,0.1335,0.183,0.275,0.115
04-04-2026 21:00,1775336400,0.086,0.1525,0.1525,0.1335,0.183,0.275,0.115
04-04-2026 22:00,1775340000,0.086,0.1525,0.1515,0.1335,0.183,0.275,0.115
04-05-2026 00:00,1775347200,0.086,0.16,0.1515,0.1335,0.183,0.24,0.125
04-05-2026 01:00,1775350800,0.0875,0.182,0.1515,0.123,0.2095,0.24,0.125
04-05-2026 02:00,1775354400,0.0875,0.182,0.152,0.123,0.2095,0.24,0.125
04-05-2026 04:00,1775361600,0.09,0.182,0.162,0.128,0.2165,0.235,0.125
04-05-2026 05:00,1775365200,0.0905,0.182,0.1635,0.121,0.1985,0.235,0.125
04-05-2026 06:00,1775368800,0.0905,0.182,0.1615,0.121,0.1985,0.235,0.125
04-05-2026 07:00,1775372400,0.0905,0.182,0.1565,0.1305,0.1985,0.235,0.125
04-05-2026 08:00,1775376000,0.0905,0.182,0.16,0.1305,0.1985,0.235,0.125
04-05-2026 09:00,1775379600,0.0905,0.182,0.164,0.1305,0.1985,0.235,0.125
04-05-2026 10:00,1775383200,0.0725,0.182,0.1605,0.1415,0.1985,0.235,0.125
04-05-2026 11:00,1775386800,0.0725,0.182,0.1585,0.1615,0.1985,0.235,0.125
04-05-2026 12:00,1775390400,0.0725,0.182,0.1645,0.1615,0.1985,0.235,0.125
04-05-2026 13:00,1775394000,0.0725,0.182,0.1635,0.157,0.1985,0.235,0.125
04-05-2026 14:00,1775397600,0.0725,0.1305,0.164,0.1575,0.1985,0.235,0.125
04-05-2026 15:00,1775401200,0.0725,0.1305,0.1645,0.154,0.1985,0.235,0.125
04-05-2026 16:00,1775404800,0.0725,0.1305,0.1635,0.157,0.1985,0.235,0.125
04-05-2026 17:00,1775408400,0.0725,0.1405,0.164,0.1545,0.1985,0.235,0.125
04-05-2026 18:00,1775412000,0.0725,0.1405,0.1635,0.1545,0.1985,0.235,0.125
04-05-2026 19:00,1775415600,0.0725,0.1405,0.163,0.151,0.216,0.235,0.125
04-05-2026 20:00,1775419200,0.0725,0.1405,0.163,0.151,0.216,0.235,0.125
04-05-2026 21:00,1775422800,0.0725,0.134,0.163,0.151,0.216,0.235,0.11
04-05-2026 22:00,1775426400,0.0725,0.134,0.158,0.1485,0.216,0.235,0.11
04-05-2026 23:00,1775430000,0.0725,0.134,0.155,0.1445,0.215,0.235,0.11
04-06-2026 00:00,1775433600,0.0725,0.134,0.164,0.1445,0.215,0.235,0.11
04-06-2026 01:00,1775437200,0.0915,0.134,0.164,0.1565,0.2185,0.235,0.11
04-06-2026 02:00,1775440800,0.0915,0.134,0.164,0.153,0.2185,0.235,0.11
04-06-2026 03:00,1775444400,0.0915,0.134,0.1615,0.149,0.2185,0.235,0.11
04-06-2026 04:00,1775448000,0.091,0.134,0.153,0.142,0.2205,0.235,0.11
04-06-2026 05:00,1775451600,0.0915,0.134,0.1565,0.1425,0.2205,0.235,0.11
04-06-2026 07:00,1775458800,0.091,0.134,0.1575,0.1405,0.2205,0.235,0.11
04-06-2026 08:00,1775462400,0.0895,0.134,0.1485,0.142,0.2205,0.235,0.11
04-06-2026 09:00,1775466000,0.0895,0.1295,0.1485,0.142,0.2205,0.235,0.1
04-06-2026 10:00,1775469600,0.0895,0.1295,0.1525,0.14,0.2205,0.215,0.1
04-06-2026 11:00,1775473200,0.0895,0.1295,0.1525,0.134,0.2205,0.215,0.1
04-06-2026 12:00,1775476800,0.0895,0.1295,0.1525,0.134,0.2205,0.215,0.1
04-06-2026 13:00,1775480400,0.089,0.1295,0.152,0.1445,0.219,0.215,0.1
04-06-2026 14:00,1775484000,0.0895,0.1295,0.151,0.1235,0.2185,0.215,0.1
04-06-2026 15:00,1775487600,0.0895,0.1295,0.1515,0.146,0.2185,0.215,0.1
04-06-2026 16:00,1775491200,0.0895,0.1285,0.141,0.146,0.2185,0.215,0.125
04-06-2026 17:00,1775494800,0.0895,0.1285,0.1525,0.146,0.2185,0.215,0.125
04-06-2026 18:00,1775498400,0.079,0.1245,0.153,0.1485,0.2195,0.235,0.11
04-06-2026 19:00,1775502000,0.079,0.1245,0.1525,0.1415,0.2195,0.235,0.11
04-06-2026 20:00,1775505600,0.079,0.1245,0.14,0.1345,0.221,0.235,0.11
04-06-2026 21:00,1775509200,0.079,0.1245,0.152,0.1385,0.221,0.235,0.11
04-06-2026 22:00,1775512800,0.079,0.1245,0.152,0.136,0.22,0.235,0.11
04-06-2026 23:00,1775516400,0.079,0.1245,0.1455,0.1455,0.22,0.235,0.11
04-07-2026 00:00,1775520000,0.079,0.1245,0.153,0.1455,0.22,0.235,0.11
04-07-2026 01:00,1775523600,0.083,0.1245,0.153,0.1525,0.22,0.235,0.11
04-07-2026 02:00,1775527200,0.079,0.1245,0.1535,0.1445,0.22,0.235,0.11
04-07-2026 03:00,1775530800,0.079,0.1245,0.153,0.1395,0.22,0.235,0.11
04-07-2026 04:00,1775534400,0.081,0.1245,0.1535,0.136,0.22,0.21,0.11
04-07-2026 06:00,1775541600,0.081,0.121,0.1535,0.136,0.22,0.21,0.105
04-07-2026 07:00,1775545200,0.0805,0.121,0.153,0.1335,0.2,0.21,0.105
04-07-2026 08:00,1775548800,0.0805,0.121,0.1525,0.1335,0.2,0.21,0.105
04-07-2026 09:00,1775552400,0.0805,0.121,0.1535,0.1335,0.2,0.21,0.105
04-07-2026 10:00,1775556000,0.0805,0.121,0.1535,0.1335,0.2,0.21,0.105
04-07-2026 11:00,1775559600,0.079,0.121,0.153,0.177,0.2,0.21,0.105
04-07-2026 12:00,1775563200,0.079,0.121,0.1515,0.177,0.2,0.21,0.105
04-07-2026 13:00,1775566800,0.079,0.121,0.1405,0.1725,0.2005,0.21,0.105
04-07-2026 14:00,1775570400,0.078,0.119,0.153,0.172,0.2,0.195,0.09
04-07-2026 16:00,1775577600,0.078,0.119,0.153,0.172,0.2,0.195,0.09
04-07-2026 17:00,1775581200,0.1195,0.133,0.153,0.1675,0.197,0.19,0.09
04-07-2026 18:00,1775584800,0.116,0.1315,0.152,0.1655,0.1925,0.19,0.09
04-07-2026 19:00,1775588400,0.1245,0.12,0.152,0.1615,0.195,0.19,0.09
04-07-2026 20:00,1775592000,0.1245,0.1345,0.145,0.1615,0.195,0.19,0.09
04-07-2026 21:00,1775595600,0.1245,0.1345,0.154,0.1615,0.195,0.19,0.09
04-07-2026 22:00,1775599200,0.1245,0.128,0.1535,0.1615,0.195,0.19,0.1
04-07-2026 23:00,1775602800,0.1245,0.128,0.1545,0.1615,0.195,0.19,0.1
04-08-2026 01:00,1775610000,0.1245,0.129,0.1535,0.1615,0.195,0.19,0.085
04-08-2026 02:00,1775613600,0.108,0.1235,0.1535,0.1865,0.193,0.18,0.1
04-08-2026 03:00,1775617200,0.108,0.1235,0.1645,0.1865,0.193,0.18,0.1
04-08-2026 04:00,1775620800,0.108,0.1235,0.1595,0.1865,0.193,0.18,0.1
04-08-2026 05:00,1775624400,0.108,0.1095,0.159,0.1865,0.193,0.18,0.1
04-08-2026 06:00,1775628000,0.108,0.1095,0.1575,0.1865,0.193,0.18,0.1
04-08-2026 07:00,1775631600,0.108,0.1095,0.157,0.1865,0.193,0.18,0.1
04-08-2026 08:00,1775635200,0.118,0.1095,0.1575,0.179,0.186,0.18,0.1
04-08-2026 09:00,1775638800,0.118,0.1275,0.1575,0.179,0.186,0.185,0.08
04-08-2026 11:00,1775646000,0.118,0.1275,0.157,0.182,0.186,0.185,0.08
04-08-2026 12:00,1775649600,0.124,0.1275,0.157,0.177,0.1905,0.175,0.08
04-08-2026 13:00,1775653200,0.1215,0.1325,0.1565,0.1745,0.191,0.18,0.085
04-08-2026 14:00,1775656800,0.1215,0.1325,0.1565,0.1745,0.191,0.18,0.085
04-08-2026 15:00,1775660400,0.125,0.128,0.1565,0.183,0.1925,0.18,0.08
04-08-2026 16:00,1775664000,0.125,0.128,0.1555,0.183,0.1925,0.18,0.08
04-08-2026 17:00,1775667600,0.125,0.128,0.1555,0.178,0.1925,0.18,0.08
04-08-2026 18:00,1775671200,0.125,0.128,0.1875,0.178,0.1925,0.18,0.08
04-08-2026 19:00,1775674800,0.125,0.128,0.1765,0.193,0.1925,0.18,0.08
04-08-2026 20:00,1775678400,0.109,0.128,0.17,0.193,0.154,0.18,0.08
04-08-2026 21:00,1775682000,0.109,0.128,0.1705,0.193,0.154,0.18,0.08
04-08-2026 22:00,1775685600,0.109,0.128,0.166,0.1895,0.154,0.18,0.08
04-08-2026 23:00,1775689200,0.1085,0.183,0.1675,0.185,0.1445,0.17,0.075
04-09-2026 00:00,1775692800,0.112,0.183,0.1695,0.185,0.156,0.17,0.075
04-09-2026 01:00,1775696400,0.1035,0.183,0.17,0.185,0.148,0.175,0.075
04-09-2026 02:00,1775700000,0.1095,0.1825,0.1695,0.1845,0.15,0.175,0.08
04-09-2026 03:00,1775703600,0.1095,0.1825,0.1695,0.1845,0.1555,0.175,0.08
04-09-2026 04:00,1775707200,0.1095,0.183,0.169,0.1845,0.16,0.17,0.08
04-09-2026 05:00,1775710800,0.1105,0.1835,0.167,0.1845,0.161,0.17,0.075
04-09-2026 06:00,1775714400,0.096,0.1835,0.166,0.186,0.1605,0.17,0.075
04-09-2026 07:00,1775718000,0.104,0.182,0.164,0.1845,0.1615,0.175,0.075
04-09-2026 08:00,1775721600,0.106,0.1705,0.163,0.1875,0.167,0.17,0.08
04-09-2026 09:00,1775725200,0.0965,0.1705,0.1675,0.185,0.142,0.17,0.08
04-09-2026 10:00,1775728800,0.1055,0.1355,0.165,0.1845,0.144,0.19,0.075
04-09-2026 11:00,1775732400,0.1065,0.132,0.1635,0.184,0.153,0.19,0.08
04-09-2026 12:00,1775736000,0.1065,0.132,0.163,0.184,0.153,0.19,0.08
04-09-2026 13:00,1775739600,0.0975,0.132,0.1645,0.186,0.1725,0.19,0.08
04-09-2026 14:00,1775743200,0.1005,0.132,0.1625,0.185,0.1785,0.19,0.08
04-09-2026 15:00,1775746800,0.1005,0.1235,0.1625,0.185,0.1785,0.195,0.08
04-09-2026 16:00,1775750400,0.1255,0.1235,0.163,0.1865,0.17,0.19,0.08
04-09-2026 17:00,1775754000,0.1255,0.1235,0.222,0.1865,0.17,0.19,0.08
04-09-2026 18:00,1775757600,0.1255,0.1235,0.222,0.1865,0.17,0.19,0.08
04-09-2026 19:00,1775761200,0.1255,0.1235,0.1795,0.1865,0.17,0.19,0.08
04-09-2026 20:00,1775764800,0.115,0.1235,0.179,0.168,0.123,0.19,0.08
04-09-2026 21:00,1775768400,0.115,0.1235,0.176,0.168,0.123,0.19,0.08
04-09-2026 22:00,1775772000,0.1415,0.1235,0.1815,0.1695,0.1515,0.19,0.08
04-09-2026 23:00,1775775600,0.142,0.1235,0.188,0.17,0.139,0.19,0.08
04-10-2026 01:00,1775782800,0.1425,0.1235,0.173,0.1755,0.1455,0.19,0.08
04-10-2026 02:00,1775786400,0.144,0.1235,0.1835,0.1785,0.1405,0.19,0.08
04-10-2026 03:00,1775790000,0.144,0.1235,0.1735,0.1785,0.1405,0.19,0.08
04-10-2026 04:00,1775793600,0.138,0.1235,0.1735,0.1875,0.125,0.19,0.08
04-10-2026 05:00,1775797200,0.137,0.1235,0.1815,0.183,0.146,0.19,0.08
04-10-2026 06:00,1775800800,0.138,0.1555,0.1815,0.1795,0.1515,0.17,0.085
04-10-2026 07:00,1775804400,0.1165,0.1555,0.1775,0.184,0.1345,0.165,0.085
04-10-2026 08:00,1775808000,0.1165,0.151,0.1775,0.184,0.1345,0.165,0.115
04-10-2026 09:00,1775811600,0.1165,0.163,0.1775,0.184,0.1345,0.165,0.115
04-10-2026 10:00,1775815200,0.1165,0.163,0.1915,0.176,0.1345,0.165,0.115
04-10-2026 11:00,1775818800,0.1075,0.163,0.19,0.171,0.1155,0.17,0.115
04-10-2026 12:00,1775822400,0.1075,0.163,0.19,0.171,0.1155,0.17,0.115
04-10-2026 13:00,1775826000,0.12,0.1605,0.19,0.171,0.119,0.165,0.125
04-10-2026 14:00,1775829600,0.12,0.1605,0.1725,0.1765,0.119,0.165,0.125
04-10-2026 15:00,1775833200,0.115,0.1665,0.1725,0.1765,0.1195,0.165,0.12
04-10-2026 16:00,1775836800,0.115,0.17,0.1765,0.1765,0.1195,0.165,0.09
04-10-2026 17:00,1775840400,0.0915,0.172,0.1765,0.1805,0.1195,0.155,0.075
04-10-2026 18:00,1775844000,0.0915,0.172,0.219,0.1805,0.1195,0.155,0.075
04-10-2026 19:00,1775847600,0.0915,0.172,0.2125,0.1805,0.1195,0.155,0.075
04-10-2026 20:00,1775851200,0.0915,0.174,0.2125,0.1805,0.1195,0.175,0.06
04-10-2026 21:00,1775854800,0.0915,0.174,0.2245,0.1805,0.1195,0.175,0.06
04-10-2026 22:00,1775858400,0.0915,0.174,0.2265,0.1805,0.1195,0.175,0.06
04-10-2026 23:00,1775862000,0.111,0.18,0.2265,0.1805,0.1055,0.155,0.06
04-11-2026 01:00,1775869200,0.111,0.18,0.228,0.174,0.108,0.155,0.06
04-11-2026 02:00,1775872800,0.111,0.18,0.2285,0.174,0.108,0.155,0.06
04-11-2026 03:00,1775876400,0.111,0.18,0.2285,0.1745,0.108,0.155,0.06
04-11-2026 04:00,1775880000,0.111,0.18,0.229,0.1745,0.108,0.155,0.06
04-11-2026 05:00,1775883600,0.111,0.18,0.197,0.1745,0.108,0.155,0.06
04-11-2026 06:00,1775887200,0.111,0.1675,0.197,0.1745,0.108,0.155,0.065
04-11-2026 07:00,1775890800,0.1005,0.1675,0.1855,0.1745,0.1145,0.135,0.065
04-11-2026 08:00,1775894400,0.099,0.1675,0.1905,0.1745,0.1245,0.135,0.07
04-11-2026 09:00,1775898000,0.099,0.1675,0.1865,0.1745,0.1245,0.135,0.07
04-11-2026 10:00,1775901600,0.1035,0.1675,0.2065,0.174,0.1165,0.14,0.085
04-11-2026 11:00,1775905200,0.104,0.1675,0.205,0.1745,0.12,0.145,0.085
04-11-2026 13:00,1775912400,0.104,0.1675,0.2265,0.185,0.12,0.145,0.085
04-11-2026 14:00,1775916000,0.104,0.1675,0.2135,0.1845,0.12,0.145,0.085
04-11-2026 16:00,1775923200,0.104,0.1675,0.2315,0.187,0.117,0.145,0.085
04-11-2026 17:00,1775926800,0.104,0.1675,0.2315,0.187,0.117,0.145,0.085
04-11-2026 18:00,1775930400,0.104,0.1675,0.2275,0.187,0.117,0.145,0.085
04-11-2026 19:00,1775934000,0.104,0.1675,0.2265,0.188,0.117,0.145,0.085
04-11-2026 20:00,1775937600,0.104,0.1675,0.2295,0.188,0.117,0.145,0.085
04-11-2026 21:00,1775941200,0.104,0.1675,0.223,0.188,0.117,0.145,0.085
04-11-2026 22:00,1775944800,0.104,0.225,0.223,0.188,0.117,0.145,0.055
04-11-2026 23:00,1775948400,0.104,0.225,0.2275,0.1865,0.117,0.145,0.055
04-12-2026 00:00,1775952000,0.104,0.2395,0.2275,0.1865,0.117,0.13,0.0395
04-12-2026 01:00,1775955600,0.102,0.2395,0.2465,0.1895,0.132,0.13,0.0395
04-12-2026 02:00,1775959200,0.102,0.2395,0.242,0.1895,0.117,0.13,0.0395
04-12-2026 03:00,1775962800,0.102,0.2395,0.24,0.1895,0.117,0.13,0.0395
04-12-2026 04:00,1775966400,0.102,0.2395,0.242,0.19,0.118,0.13,0.0395
04-12-2026 05:00,1775970000,0.1025,0.2395,0.236,0.192,0.1165,0.13,0.0395
04-12-2026 06:00,1775973600,0.1025,0.2395,0.232,0.192,0.1165,0.13,0.0395
04-12-2026 07:00,1775977200,0.1015,0.2395,0.2245,0.192,0.1275,0.13,0.0395
04-12-2026 08:00,1775980800,0.1015,0.2395,0.224,0.193,0.1235,0.13,0.0395
04-12-2026 09:00,1775984400,0.1015,0.2395,0.2335,0.193,0.1235,0.13,0.0395
04-12-2026 10:00,1775988000,0.1015,0.2395,0.2225,0.1885,0.1245,0.13,0.0395
04-12-2026 11:00,1775991600,0.105,0.2395,0.224,0.192,0.119,0.13,0.0395
04-12-2026 13:00,1775998800,0.105,0.2395,0.2255,0.193,0.119,0.13,0.0395
04-12-2026 14:00,1776002400,0.105,0.2395,0.217,0.193,0.119,0.13,0.0395
04-12-2026 16:00,1776009600,0.105,0.1855,0.217,0.193,0.119,0.125,0.0505
04-12-2026 17:00,1776013200,0.105,0.1855,0.226,0.1955,0.119,0.125,0.0505
04-12-2026 18:00,1776016800,0.105,0.1855,0.229,0.1955,0.119,0.125,0.0505
04-12-2026 19:00,1776020400,0.105,0.1855,0.2395,0.1955,0.119,0.125,0.0505
04-12-2026 20:00,1776024000,0.105,0.1855,0.2245,0.1955,0.119,0.125,0.0505
04-12-2026 21:00,1776027600,0.105,0.1855,0.231,0.1955,0.119,0.125,0.0505
04-12-2026 22:00,1776031200,0.105,0.1855,0.2375,0.1965,0.119,0.125,0.0505
04-12-2026 23:00,1776034800,0.105,0.1855,0.243,0.198,0.119,0.125,0.0505
04-13-2026 00:00,1776038400,0.105,0.1855,0.232,0.198,0.119,0.125,0.0505
04-13-2026 01:00,1776042000,0.171,0.1855,0.2345,0.198,0.1,0.115,0.0505
04-13-2026 02:00,1776045600,0.171,0.1855,0.2335,0.198,0.1,0.115,0.0505
04-13-2026 03:00,1776049200,0.1655,0.1855,0.2505,0.199,0.0935,0.115,0.0505
04-13-2026 04:00,1776052800,0.165,0.1765,0.2325,0.1985,0.0955,0.11,0.051
04-13-2026 05:00,1776056400,0.165,0.1765,0.234,0.1985,0.0955,0.11,0.051
04-13-2026 06:00,1776060000,0.165,0.1765,0.2265,0.1985,0.0955,0.11,0.051
04-13-2026 07:00,1776063600,0.1685,0.1765,0.2285,0.208,0.093,0.11,0.051
04-13-2026 08:00,1776067200,0.1685,0.1765,0.23,0.207,0.094,0.09,0.051
04-13-2026 09:00,1776070800,0.1685,0.1765,0.2285,0.207,0.094,0.09,0.051
04-13-2026 10:00,1776074400,0.1685,0.1765,0.225,0.207,0.094,0.09,0.051
04-13-2026 11:00,1776078000,0.1685,0.1765,0.226,0.207,0.0945,0.09,0.051
04-13-2026 13:00,1776085200,0.1685,0.1765,0.237,0.1975,0.0945,0.09,0.051
04-13-2026 14:00,1776088800,0.1685,0.1765,0.236,0.1975,0.0945,0.09,0.051
04-13-2026 16:00,1776096000,0.1685,0.1645,0.221,0.1975,0.0945,0.09,0.0675
04-13-2026 17:00,1776099600,0.1685,0.1645,0.2395,0.1975,0.0945,0.09,0.0675
04-13-2026 18:00,1776103200,0.1685,0.1645,0.2425,0.1975,0.0945,0.09,0.0675
04-13-2026 19:00,1776106800,0.1685,0.1645,0.24,0.1835,0.0945,0.09,0.0675
04-13-2026 20:00,1776110400,0.1685,0.1645,0.238,0.1835,0.0945,0.09,0.0675
04-13-2026 22:00,1776117600,0.1685,0.1715,0.2385,0.1835,0.0945,0.09,0.079
04-13-2026 23:00,1776121200,0.1685,0.1715,0.2135,0.1835,0.0945,0.09,0.079
04-14-2026 01:00,1776128400,0.171,0.1715,0.218,0.1855,0.1545,0.045,0.079
04-14-2026 02:00,1776132000,0.171,0.1715,0.2295,0.1855,0.1545,0.045,0.079
04-14-2026 03:00,1776135600,0.171,0.1715,0.225,0.1855,0.1545,0.045,0.079
04-14-2026 04:00,1776139200,0.171,0.1715,0.221,0.1855,0.1545,0.045,0.079
04-14-2026 05:00,1776142800,0.171,0.1715,0.235,0.1855,0.1545,0.045,0.079
04-14-2026 07:00,1776150000,0.171,0.1715,0.2355,0.1855,0.1545,0.045,0.079
04-14-2026 08:00,1776153600,0.169,0.1715,0.216,0.1855,0.16,0.045,0.079
04-14-2026 09:00,1776157200,0.169,0.1715,0.2105,0.1855,0.16,0.045,0.079
04-14-2026 10:00,1776160800,0.169,0.1715,0.2185,0.186,0.16,0.045,0.079
04-14-2026 11:00,1776164400,0.169,0.1715,0.2185,0.1865,0.16,0.045,0.079
04-14-2026 13:00,1776171600,0.169,0.1715,0.219,0.186,0.16,0.045,0.079
04-14-2026 14:00,1776175200,0.169,0.1715,0.243,0.186,0.16,0.045,0.079
04-14-2026 15:00,1776178800,0.169,0.1715,0.239,0.186,0.16,0.045,0.079
04-14-2026 16:00,1776182400,0.169,0.1715,0.24,0.186,0.16,0.045,0.079
04-14-2026 17:00,1776186000,0.169,0.1715,0.2145,0.186,0.16,0.045,0.079
04-14-2026 18:00,1776189600,0.169,0.146,0.2145,0.186,0.16,0.048,0.0675
