field_id,release_datetime_et,event,event_base_matched,A,C,raw_surprise
new_home_sales,2018-09-26 10:00:00,New Home Sales  (Aug),New Home Sales,629000.0,630000.0,-1000.0
durable_goods,2018-09-27 08:30:00,Durable Goods Orders (MoM)  (Aug),Durable Goods Orders (MoM),4.5,1.9,2.6
pce_price_index,2018-09-28 08:30:00,PCE Deflator (MoM),PCE Deflator (MoM),0.1,0.2,-0.1
real_pce,2018-09-28 08:30:00,Real Personal Consumption (MoM)  (Aug),Real Personal Consumption (MoM),0.2,0.2,0.0
ism_manufacturing,2018-10-01 10:00:00,ISM Manufacturing PMI  (Sep),ISM Manufacturing PMI,59.8,60.1,-0.30000000000000426
ism_services,2018-10-03 10:00:00,ISM Non-Manufacturing PMI  (Sep),ISM Non-Manufacturing PMI,61.6,58.1,3.5
nonfarm_payrolls,2018-10-05 08:30:00,Nonfarm Payrolls  (Sep),Nonfarm Payrolls,134000.0,185000.0,-51000.0
unemployment_rate,2018-10-05 08:30:00,Unemployment Rate  (Sep),Unemployment Rate,3.7,3.8,-0.09999999999999964
ppi,2018-10-10 08:30:00,PPI (MoM)  (Sep),PPI (MoM),0.2,0.2,0.0
cpi,2018-10-11 08:30:00,CPI (YoY)  (Sep),CPI (YoY),2.3,2.4,-0.10000000000000009
retail_sales,2018-10-15 08:30:00,Retail Sales (MoM)  (Sep),Retail Sales (MoM),0.1,0.7,-0.6
industrial_production,2018-10-16 09:15:00,Industrial Production (MoM)  (Sep),Industrial Production (MoM),0.3,0.2,0.09999999999999998
building_permits,2018-10-17 08:30:00,Building Permits  (Sep),Building Permits,1241000.0,1278000.0,-37000.0
housing_starts,2018-10-17 08:30:00,Housing Starts  (Sep),Housing Starts,1201000.0,1220000.0,-19000.0
existing_home_sales,2018-10-19 10:00:00,Existing Home Sales  (Sep),Existing Home Sales,5150000.0,5300000.0,-150000.0
new_home_sales,2018-10-24 10:00:00,New Home Sales  (Sep),New Home Sales,553000.0,627000.0,-74000.0
durable_goods,2018-10-25 08:30:00,Durable Goods Orders (MoM)  (Sep),Durable Goods Orders (MoM),0.8,-1.3,2.1
real_gdp_advance,2018-10-26 08:30:00,GDP (QoQ)  (Q3),GDP (QoQ),3.5,3.3,0.20000000000000018
pce_price_index,2018-10-29 08:30:00,PCE Deflator (MoM),PCE Deflator (MoM),0.1,0.1,0.0
real_pce,2018-10-29 08:30:00,Real Personal Consumption (MoM)  (Sep),Real Personal Consumption (MoM),0.3,0.3,0.0
ism_manufacturing,2018-11-01 10:00:00,ISM Manufacturing PMI  (Oct),ISM Manufacturing PMI,57.7,59.0,-1.2999999999999972
nonfarm_payrolls,2018-11-02 08:30:00,Nonfarm Payrolls  (Oct),Nonfarm Payrolls,250000.0,193000.0,57000.0
unemployment_rate,2018-11-02 08:30:00,Unemployment Rate  (Oct),Unemployment Rate,3.7,3.7,0.0
ism_services,2018-11-05 10:00:00,ISM Non-Manufacturing PMI  (Oct),ISM Non-Manufacturing PMI,60.3,59.3,1.0
ppi,2018-11-09 08:30:00,PPI (MoM)  (Oct),PPI (MoM),0.6,0.2,0.39999999999999997
cpi,2018-11-14 08:30:00,CPI (YoY)  (Oct),CPI (YoY),2.5,2.5,0.0
retail_sales,2018-11-15 08:30:00,Retail Sales (MoM)  (Oct),Retail Sales (MoM),0.8,0.6,0.20000000000000007
industrial_production,2018-11-16 09:15:00,Industrial Production (MoM)  (Oct),Industrial Production (MoM),0.1,0.2,-0.1
building_permits,2018-11-20 08:30:00,Building Permits  (Oct),Building Permits,1263000.0,1260000.0,3000.0
housing_starts,2018-11-20 08:30:00,Housing Starts  (Oct),Housing Starts,1228000.0,1225000.0,3000.0
durable_goods,2018-11-21 08:30:00,Durable Goods Orders (MoM)  (Oct),Durable Goods Orders (MoM),-4.4,-2.2,-2.2
existing_home_sales,2018-11-21 10:00:00,Existing Home Sales  (Oct),Existing Home Sales,5220000.0,5200000.0,20000.0
new_home_sales,2018-11-28 10:00:00,New Home Sales  (Oct),New Home Sales,544000.0,583000.0,-39000.0
pce_price_index,2018-11-29 08:30:00,PCE Deflator (MoM),PCE Deflator (MoM),0.2,0.2,0.0
real_pce,2018-11-29 08:30:00,Real Personal Consumption (MoM)  (Oct),Real Personal Consumption (MoM),0.4,0.2,0.2
ism_manufacturing,2018-12-03 10:00:00,ISM Manufacturing PMI  (Nov),ISM Manufacturing PMI,59.3,57.6,1.6999999999999957
ism_services,2018-12-06 10:00:00,ISM Non-Manufacturing PMI  (Nov),ISM Non-Manufacturing PMI,60.7,59.2,1.5
nonfarm_payrolls,2018-12-07 08:30:00,Nonfarm Payrolls  (Nov),Nonfarm Payrolls,155000.0,200000.0,-45000.0
unemployment_rate,2018-12-07 08:30:00,Unemployment Rate  (Nov),Unemployment Rate,3.7,3.7,0.0
ppi,2018-12-11 08:30:00,PPI (MoM)  (Nov),PPI (MoM),0.1,0.1,0.0
cpi,2018-12-12 08:30:00,CPI (YoY)  (Nov),CPI (YoY),2.2,2.2,0.0
retail_sales,2018-12-14 08:30:00,Retail Sales (MoM)  (Nov),Retail Sales (MoM),0.2,0.1,0.1
industrial_production,2018-12-14 09:15:00,Industrial Production (MoM)  (Nov),Industrial Production (MoM),0.6,0.3,0.3
building_permits,2018-12-18 08:30:00,Building Permits  (Nov),Building Permits,1328000.0,1259000.0,69000.0
housing_starts,2018-12-18 08:30:00,Housing Starts  (Nov),Housing Starts,1256000.0,1225000.0,31000.0
existing_home_sales,2018-12-19 10:00:00,Existing Home Sales  (Nov),Existing Home Sales,5320000.0,5200000.0,120000.0
durable_goods,2018-12-21 08:30:00,Durable Goods Orders (MoM)  (Nov),Durable Goods Orders (MoM),0.8,1.6,-0.8
real_pce,2018-12-21 10:00:00,Real Personal Consumption (MoM)  (Nov),Real Personal Consumption (MoM),0.3,0.3,0.0
ism_manufacturing,2019-01-03 10:00:00,ISM Manufacturing PMI  (Dec),ISM Manufacturing PMI,54.1,57.7,-3.6000000000000014
nonfarm_payrolls,2019-01-04 08:30:00,Nonfarm Payrolls  (Dec),Nonfarm Payrolls,312000.0,178000.0,134000.0
unemployment_rate,2019-01-04 08:30:00,Unemployment Rate  (Dec),Unemployment Rate,3.9,3.7,0.19999999999999973
ism_services,2019-01-07 10:00:00,ISM Non-Manufacturing PMI  (Dec),ISM Non-Manufacturing PMI,57.6,59.6,-2.0
cpi,2019-01-11 08:30:00,CPI (YoY)  (Dec),CPI (YoY),1.9,1.9,0.0
ppi,2019-01-15 08:30:00,PPI (MoM)  (Dec),PPI (MoM),-0.2,-0.1,-0.1
industrial_production,2019-01-18 09:15:00,Industrial Production (MoM)  (Dec),Industrial Production (MoM),0.3,0.2,0.09999999999999998
existing_home_sales,2019-01-22 10:00:00,Existing Home Sales  (Dec),Existing Home Sales,4990000.0,5250000.0,-260000.0
new_home_sales,2019-01-31 10:00:00,New Home Sales  (Nov),New Home Sales,657000.0,560000.0,97000.0
nonfarm_payrolls,2019-02-01 08:30:00,Nonfarm Payrolls  (Jan),Nonfarm Payrolls,304000.0,165000.0,139000.0
unemployment_rate,2019-02-01 08:30:00,Unemployment Rate  (Jan),Unemployment Rate,4.0,3.9,0.10000000000000009
ism_manufacturing,2019-02-01 10:00:00,ISM Manufacturing PMI  (Jan),ISM Manufacturing PMI,56.6,54.2,2.3999999999999986
ism_services,2019-02-05 10:00:00,ISM Non-Manufacturing PMI  (Jan),ISM Non-Manufacturing PMI,56.7,57.2,-0.5
cpi,2019-02-13 08:30:00,CPI (YoY)  (Jan),CPI (YoY),1.6,1.5,0.10000000000000009
ppi,2019-02-14 08:30:00,PPI (MoM)  (Jan),PPI (MoM),-0.1,0.1,-0.2
retail_sales,2019-02-14 08:30:00,Retail Sales (MoM)  (Dec),Retail Sales (MoM),-1.2,0.1,-1.3
industrial_production,2019-02-15 09:15:00,Industrial Production (MoM)  (Jan),Industrial Production (MoM),-0.6,0.1,-0.7
durable_goods,2019-02-21 08:30:00,Durable Goods Orders (MoM)  (Dec),Durable Goods Orders (MoM),1.2,0.8,0.3999999999999999
existing_home_sales,2019-02-21 10:00:00,Existing Home Sales  (Jan),Existing Home Sales,4940000.0,5010000.0,-70000.0
building_permits,2019-02-26 08:30:00,Building Permits  (Dec),Building Permits,1326000.0,1290000.0,36000.0
housing_starts,2019-02-26 08:30:00,Housing Starts  (Dec),Housing Starts,1078000.0,1250000.0,-172000.0
real_gdp_advance,2019-02-28 08:30:00,GDP (QoQ)  (Q4),GDP (QoQ),2.6,2.6,0.0
pce_price_index,2019-03-01 08:30:00,PCE Deflator (MoM),PCE Deflator (MoM),0.1,0.0,0.1
real_pce,2019-03-01 08:30:00,Real Personal Consumption (MoM)  (Dec),Real Personal Consumption (MoM),-0.6,-0.3,-0.3
ism_manufacturing,2019-03-01 10:00:00,ISM Manufacturing PMI  (Feb),ISM Manufacturing PMI,54.2,55.5,-1.2999999999999972
ism_services,2019-03-05 10:00:00,ISM Non-Manufacturing PMI  (Feb),ISM Non-Manufacturing PMI,59.7,57.3,2.4000000000000057
new_home_sales,2019-03-05 10:00:00,New Home Sales  (Dec),New Home Sales,621000.0,600000.0,21000.0
building_permits,2019-03-08 08:30:00,Building Permits  (Jan),Building Permits,1345000.0,1289000.0,56000.0
housing_starts,2019-03-08 08:30:00,Housing Starts  (Jan),Housing Starts,1230000.0,1197000.0,33000.0
nonfarm_payrolls,2019-03-08 08:30:00,Nonfarm Payrolls  (Feb),Nonfarm Payrolls,20000.0,181000.0,-161000.0
unemployment_rate,2019-03-08 08:30:00,Unemployment Rate  (Feb),Unemployment Rate,3.8,3.9,-0.10000000000000009
retail_sales,2019-03-11 08:30:00,Retail Sales (MoM)  (Jan),Retail Sales (MoM),0.2,0.0,0.2
cpi,2019-03-12 08:30:00,CPI (YoY)  (Feb),CPI (YoY),1.5,1.6,-0.10000000000000009
durable_goods,2019-03-13 08:30:00,Durable Goods Orders (MoM)  (Jan),Durable Goods Orders (MoM),0.4,-0.5,0.9
ppi,2019-03-13 08:30:00,PPI (MoM)  (Feb),PPI (MoM),0.1,0.2,-0.1
new_home_sales,2019-03-14 10:00:00,New Home Sales  (Jan),New Home Sales,607000.0,622000.0,-15000.0
industrial_production,2019-03-15 09:15:00,Industrial Production (MoM)  (Feb),Industrial Production (MoM),0.1,0.4,-0.30000000000000004
existing_home_sales,2019-03-22 10:00:00,Existing Home Sales  (Feb),Existing Home Sales,5510000.0,5100000.0,410000.0
building_permits,2019-03-26 08:30:00,Building Permits  (Feb),Building Permits,1296000.0,1320000.0,-24000.0
housing_starts,2019-03-26 08:30:00,Housing Starts  (Feb),Housing Starts,1162000.0,1213000.0,-51000.0
real_pce,2019-03-29 08:30:00,Real Personal Consumption (MoM)  (Jan),Real Personal Consumption (MoM),0.1,0.3,-0.19999999999999998
new_home_sales,2019-03-29 10:00:00,New Home Sales  (Feb),New Home Sales,667000.0,620000.0,47000.0
retail_sales,2019-04-01 08:30:00,Retail Sales (MoM)  (Feb),Retail Sales (MoM),-0.2,0.3,-0.5
ism_manufacturing,2019-04-01 10:00:00,ISM Manufacturing PMI  (Mar),ISM Manufacturing PMI,55.3,54.5,0.7999999999999972
durable_goods,2019-04-02 08:30:00,Durable Goods Orders (MoM)  (Feb),Durable Goods Orders (MoM),-1.6,-1.1,-0.5
ism_services,2019-04-03 10:00:00,ISM Non-Manufacturing PMI  (Mar),ISM Non-Manufacturing PMI,56.1,58.1,-2.0
nonfarm_payrolls,2019-04-05 08:30:00,Nonfarm Payrolls  (Mar),Nonfarm Payrolls,196000.0,175000.0,21000.0
unemployment_rate,2019-04-05 08:30:00,Unemployment Rate  (Mar),Unemployment Rate,3.8,3.8,0.0
cpi,2019-04-10 08:30:00,CPI (YoY)  (Mar),CPI (YoY),1.9,1.8,0.09999999999999987
ppi,2019-04-11 08:30:00,PPI (MoM)  (Mar),PPI (MoM),0.6,0.3,0.3
industrial_production,2019-04-16 09:15:00,Industrial Production (MoM)  (Mar),Industrial Production (MoM),-0.1,0.2,-0.30000000000000004
retail_sales,2019-04-18 08:30:00,Retail Sales (MoM)  (Mar),Retail Sales (MoM),1.6,0.9,0.7000000000000001
building_permits,2019-04-19 08:30:00,Building Permits  (Mar),Building Permits,1269000.0,1300000.0,-31000.0
housing_starts,2019-04-19 08:30:00,Housing Starts  (Mar),Housing Starts,1139000.0,1230000.0,-91000.0
existing_home_sales,2019-04-22 10:00:00,Existing Home Sales  (Mar),Existing Home Sales,5210000.0,5300000.0,-90000.0
new_home_sales,2019-04-23 10:00:00,New Home Sales  (Mar),New Home Sales,692000.0,647000.0,45000.0
durable_goods,2019-04-25 08:30:00,Durable Goods Orders (MoM)  (Mar),Durable Goods Orders (MoM),2.7,0.7,2.0
real_gdp_advance,2019-04-26 08:30:00,GDP (QoQ)  (Q1),GDP (QoQ),3.2,2.0,1.2000000000000002
real_pce,2019-04-29 08:30:00,Real Personal Consumption (MoM)  (Mar),Real Personal Consumption (MoM),0.7,0.5,0.19999999999999996
ism_manufacturing,2019-05-01 10:00:00,ISM Manufacturing PMI  (Apr),ISM Manufacturing PMI,52.8,55.0,-2.200000000000003
nonfarm_payrolls,2019-05-03 08:30:00,Nonfarm Payrolls  (Apr),Nonfarm Payrolls,263000.0,181000.0,82000.0
unemployment_rate,2019-05-03 08:30:00,Unemployment Rate  (Apr),Unemployment Rate,3.6,3.8,-0.19999999999999973
ism_services,2019-05-03 10:00:00,ISM Non-Manufacturing PMI  (Apr),ISM Non-Manufacturing PMI,55.5,57.2,-1.7000000000000028
ppi,2019-05-09 08:30:00,PPI (MoM)  (Apr),PPI (MoM),0.2,0.2,0.0
cpi,2019-05-10 08:30:00,CPI (YoY)  (Apr),CPI (YoY),2.0,2.1,-0.10000000000000009
retail_sales,2019-05-15 08:30:00,Retail Sales (MoM)  (Apr),Retail Sales (MoM),-0.2,0.2,-0.4
industrial_production,2019-05-15 09:15:00,Industrial Production (MoM)  (Apr),Industrial Production (MoM),-0.5,0.0,-0.5
building_permits,2019-05-16 08:30:00,Building Permits  (Apr),Building Permits,1296000.0,1290000.0,6000.0
housing_starts,2019-05-16 08:30:00,Housing Starts  (Apr),Housing Starts,1235000.0,1205000.0,30000.0
existing_home_sales,2019-05-21 10:00:00,Existing Home Sales  (Apr),Existing Home Sales,5190000.0,5350000.0,-160000.0
new_home_sales,2019-05-23 10:00:00,New Home Sales  (Apr),New Home Sales,673000.0,675000.0,-2000.0
durable_goods,2019-05-24 08:30:00,Durable Goods Orders (MoM)  (Apr),Durable Goods Orders (MoM),-2.1,-2.0,-0.10000000000000009
real_pce,2019-05-31 08:30:00,Real Personal Consumption (MoM)  (Apr),Real Personal Consumption (MoM),0.0,0.0,0.0
ism_manufacturing,2019-06-03 10:00:00,ISM Manufacturing PMI  (May),ISM Manufacturing PMI,52.1,53.0,-0.8999999999999986
ism_services,2019-06-05 10:00:00,ISM Non-Manufacturing PMI  (May),ISM Non-Manufacturing PMI,56.9,55.5,1.3999999999999986
nonfarm_payrolls,2019-06-07 08:30:00,Nonfarm Payrolls  (May),Nonfarm Payrolls,75000.0,185000.0,-110000.0
unemployment_rate,2019-06-07 08:30:00,Unemployment Rate  (May),Unemployment Rate,3.6,3.6,0.0
ppi,2019-06-11 08:30:00,PPI (MoM)  (May),PPI (MoM),0.1,0.1,0.0
cpi,2019-06-12 08:30:00,CPI (YoY)  (May),CPI (YoY),1.8,1.9,-0.09999999999999987
retail_sales,2019-06-14 08:30:00,Retail Sales (MoM)  (May),Retail Sales (MoM),0.5,0.7,-0.19999999999999996
industrial_production,2019-06-14 09:15:00,Industrial Production (MoM)  (May),Industrial Production (MoM),0.4,0.2,0.2
building_permits,2019-06-18 08:30:00,Building Permits  (May),Building Permits,1294000.0,1296000.0,-2000.0
housing_starts,2019-06-18 08:30:00,Housing Starts  (May),Housing Starts,1269000.0,1239000.0,30000.0
existing_home_sales,2019-06-21 10:00:00,Existing Home Sales  (May),Existing Home Sales,5340000.0,5290000.0,50000.0
new_home_sales,2019-06-25 10:00:00,New Home Sales  (May),New Home Sales,626000.0,680000.0,-54000.0
durable_goods,2019-06-26 08:30:00,Durable Goods Orders (MoM)  (May),Durable Goods Orders (MoM),-1.3,0.0,-1.3
pce_price_index,2019-06-28 08:30:00,PCE Deflator (MoM),PCE Deflator (MoM),0.2,0.2,0.0
real_pce,2019-06-28 08:30:00,Real Personal Consumption (MoM)  (May),Real Personal Consumption (MoM),0.2,0.4,-0.2
ism_manufacturing,2019-07-01 10:00:00,ISM Manufacturing PMI  (Jun),ISM Manufacturing PMI,51.7,51.0,0.7000000000000028
ism_services,2019-07-03 10:00:00,ISM Non-Manufacturing PMI  (Jun),ISM Non-Manufacturing PMI,55.1,56.1,-1.0
nonfarm_payrolls,2019-07-05 08:30:00,Nonfarm Payrolls  (Jun),Nonfarm Payrolls,224000.0,160000.0,64000.0
unemployment_rate,2019-07-05 08:30:00,Unemployment Rate  (Jun),Unemployment Rate,3.7,3.6,0.10000000000000009
cpi,2019-07-11 08:30:00,CPI (YoY)  (Jun),CPI (YoY),1.6,1.6,0.0
ppi,2019-07-12 08:30:00,PPI (MoM)  (Jun),PPI (MoM),0.1,0.1,0.0
retail_sales,2019-07-16 08:30:00,Retail Sales (MoM)  (Jun),Retail Sales (MoM),0.4,0.1,0.30000000000000004
industrial_production,2019-07-16 09:15:00,Industrial Production (MoM)  (Jun),Industrial Production (MoM),0.0,0.1,-0.1
building_permits,2019-07-17 08:30:00,Building Permits  (Jun),Building Permits,1220000.0,1300000.0,-80000.0
housing_starts,2019-07-17 08:30:00,Housing Starts  (Jun),Housing Starts,1253000.0,1261000.0,-8000.0
existing_home_sales,2019-07-23 10:00:00,Existing Home Sales  (Jun),Existing Home Sales,5270000.0,5350000.0,-80000.0
new_home_sales,2019-07-24 10:00:00,New Home Sales  (Jun),New Home Sales,646000.0,660000.0,-14000.0
durable_goods,2019-07-25 08:30:00,Durable Goods Orders (MoM)  (Jun),Durable Goods Orders (MoM),2.0,0.8,1.2
real_gdp_advance,2019-07-26 08:30:00,GDP (QoQ)  (Q2),GDP (QoQ),2.1,1.8,0.30000000000000004
pce_price_index,2019-07-30 08:30:00,PCE Deflator (MoM),PCE Deflator (MoM),0.1,0.1,0.0
real_pce,2019-07-30 08:30:00,Real Personal Consumption (MoM)  (Jun),Real Personal Consumption (MoM),0.2,0.2,0.0
ism_manufacturing,2019-08-01 10:00:00,ISM Manufacturing PMI  (Jul),ISM Manufacturing PMI,51.2,52.0,-0.7999999999999972
nonfarm_payrolls,2019-08-02 08:30:00,Nonfarm Payrolls  (Jul),Nonfarm Payrolls,164000.0,164000.0,0.0
unemployment_rate,2019-08-02 08:30:00,Unemployment Rate  (Jul),Unemployment Rate,3.7,3.7,0.0
ism_services,2019-08-05 10:00:00,ISM Non-Manufacturing PMI  (Jul),ISM Non-Manufacturing PMI,53.7,55.5,-1.7999999999999972
ppi,2019-08-09 08:30:00,PPI (MoM)  (Jul),PPI (MoM),0.2,0.2,0.0
cpi,2019-08-13 08:30:00,CPI (YoY)  (Jul),CPI (YoY),1.8,1.7,0.10000000000000009
retail_sales,2019-08-15 08:30:00,Retail Sales (MoM)  (Jul),Retail Sales (MoM),0.7,0.3,0.39999999999999997
industrial_production,2019-08-15 09:15:00,Industrial Production (MoM)  (Jul),Industrial Production (MoM),-0.2,0.1,-0.30000000000000004
building_permits,2019-08-16 08:30:00,Building Permits  (Jul),Building Permits,1336000.0,1270000.0,66000.0
housing_starts,2019-08-16 08:30:00,Housing Starts  (Jul),Housing Starts,1191000.0,1257000.0,-66000.0
existing_home_sales,2019-08-21 10:00:00,Existing Home Sales  (Jul),Existing Home Sales,5420000.0,5390000.0,30000.0
new_home_sales,2019-08-23 10:00:00,New Home Sales  (Jul),New Home Sales,635000.0,649000.0,-14000.0
durable_goods,2019-08-26 08:30:00,Durable Goods Orders (MoM)  (Jul),Durable Goods Orders (MoM),2.1,1.1,1.0
real_pce,2019-08-30 08:30:00,Real Personal Consumption (MoM)  (Jul),Real Personal Consumption (MoM),0.4,0.3,0.10000000000000003
ism_manufacturing,2019-09-03 10:00:00,ISM Manufacturing PMI  (Aug),ISM Manufacturing PMI,49.1,51.1,-2.0
ism_services,2019-09-05 10:00:00,ISM Non-Manufacturing PMI  (Aug),ISM Non-Manufacturing PMI,56.4,54.0,2.3999999999999986
nonfarm_payrolls,2019-09-06 08:30:00,Nonfarm Payrolls  (Aug),Nonfarm Payrolls,130000.0,160000.0,-30000.0
unemployment_rate,2019-09-06 08:30:00,Unemployment Rate  (Aug),Unemployment Rate,3.7,3.7,0.0
ppi,2019-09-11 08:30:00,PPI (MoM)  (Aug),PPI (MoM),0.1,0.1,0.0
cpi,2019-09-12 08:30:00,CPI (YoY)  (Aug),CPI (YoY),1.7,1.8,-0.10000000000000009
retail_sales,2019-09-13 08:30:00,Retail Sales (MoM)  (Aug),Retail Sales (MoM),0.4,0.2,0.2
industrial_production,2019-09-17 09:15:00,Industrial Production (MoM)  (Aug),Industrial Production (MoM),0.6,0.2,0.39999999999999997
building_permits,2019-09-18 08:30:00,Building Permits  (Aug),Building Permits,1419000.0,1310000.0,109000.0
housing_starts,2019-09-18 08:30:00,Housing Starts  (Aug),Housing Starts,1364000.0,1250000.0,114000.0
existing_home_sales,2019-09-19 10:00:00,Existing Home Sales  (Aug),Existing Home Sales,5490000.0,5370000.0,120000.0
new_home_sales,2019-09-25 10:00:00,New Home Sales  (Aug),New Home Sales,713000.0,660000.0,53000.0
durable_goods,2019-09-27 08:30:00,Durable Goods Orders (MoM)  (Aug),Durable Goods Orders (MoM),0.2,-1.1,1.3
pce_price_index,2019-09-27 08:30:00,PCE price index (MoM)  (Aug),PCE price index (MoM),0.0,0.1,-0.1
real_pce,2019-09-27 08:30:00,Real Personal Consumption (MoM)  (Aug),Real Personal Consumption (MoM),0.1,0.2,-0.1
ism_manufacturing,2019-10-01 10:00:00,ISM Manufacturing PMI  (Sep),ISM Manufacturing PMI,47.8,50.4,-2.6000000000000014
ism_services,2019-10-03 10:00:00,ISM Non-Manufacturing PMI  (Sep),ISM Non-Manufacturing PMI,52.6,55.0,-2.3999999999999986
nonfarm_payrolls,2019-10-04 08:30:00,Nonfarm Payrolls  (Sep),Nonfarm Payrolls,136000.0,140000.0,-4000.0
unemployment_rate,2019-10-04 08:30:00,Unemployment Rate  (Sep),Unemployment Rate,3.5,3.7,-0.20000000000000018
ppi,2019-10-08 08:30:00,PPI (MoM)  (Sep),PPI (MoM),-0.3,0.1,-0.4
cpi,2019-10-10 08:30:00,CPI (YoY)  (Sep),CPI (YoY),1.7,1.8,-0.10000000000000009
retail_sales,2019-10-16 08:30:00,Retail Sales (MoM)  (Sep),Retail Sales (MoM),-0.3,0.3,-0.6
building_permits,2019-10-17 08:30:00,Building Permits  (Sep),Building Permits,1387000.0,1340000.0,47000.0
housing_starts,2019-10-17 08:30:00,Housing Starts  (Sep),Housing Starts,1256000.0,1320000.0,-64000.0
industrial_production,2019-10-17 09:15:00,Industrial Production (MoM)  (Sep),Industrial Production (MoM),-0.4,-0.1,-0.30000000000000004
existing_home_sales,2019-10-22 10:00:00,Existing Home Sales  (Sep),Existing Home Sales,5380000.0,5450000.0,-70000.0
durable_goods,2019-10-24 08:30:00,Durable Goods Orders (MoM)  (Sep),Durable Goods Orders (MoM),-1.1,-0.5,-0.6000000000000001
new_home_sales,2019-10-24 10:00:00,New Home Sales  (Sep),New Home Sales,701000.0,710000.0,-9000.0
real_gdp_advance,2019-10-30 08:30:00,GDP (QoQ)  (Q3),GDP (QoQ),1.9,1.6,0.2999999999999998
pce_price_index,2019-10-31 08:30:00,PCE price index (MoM)  (Sep),PCE price index (MoM),0.0,0.0,0.0
real_pce,2019-10-31 08:30:00,Real Personal Consumption (MoM)  (Sep),Real Personal Consumption (MoM),0.2,0.2,0.0
nonfarm_payrolls,2019-11-01 08:30:00,Nonfarm Payrolls  (Oct),Nonfarm Payrolls,128000.0,89000.0,39000.0
unemployment_rate,2019-11-01 08:30:00,Unemployment Rate  (Oct),Unemployment Rate,3.6,3.6,0.0
ism_manufacturing,2019-11-01 10:00:00,ISM Manufacturing PMI  (Oct),ISM Manufacturing PMI,48.3,48.9,-0.6000000000000014
ism_services,2019-11-05 10:00:00,ISM Non-Manufacturing PMI  (Oct),ISM Non-Manufacturing PMI,54.7,53.5,1.2000000000000028
cpi,2019-11-13 08:30:00,CPI (YoY)  (Oct),CPI (YoY),1.8,1.7,0.10000000000000009
ppi,2019-11-14 08:30:00,PPI (MoM)  (Oct),PPI (MoM),0.4,0.3,0.10000000000000003
retail_sales,2019-11-15 08:30:00,Retail Sales (MoM)  (Oct),Retail Sales (MoM),0.3,0.2,0.09999999999999998
industrial_production,2019-11-15 09:15:00,Industrial Production (MoM)  (Oct),Industrial Production (MoM),-0.8,-0.4,-0.4
building_permits,2019-11-19 08:30:00,Building Permits  (Oct),Building Permits,1461000.0,1385000.0,76000.0
housing_starts,2019-11-19 08:30:00,Housing Starts  (Oct),Housing Starts,1314000.0,1320000.0,-6000.0
existing_home_sales,2019-11-21 10:00:00,Existing Home Sales  (Oct),Existing Home Sales,5460000.0,5470000.0,-10000.0
new_home_sales,2019-11-26 10:00:00,New Home Sales  (Oct),New Home Sales,733000.0,709000.0,24000.0
durable_goods,2019-11-27 08:30:00,Durable Goods Orders (MoM)  (Oct),Durable Goods Orders (MoM),0.6,-0.5,1.1
pce_price_index,2019-11-27 10:00:00,PCE price index (MoM)  (Oct),PCE price index (MoM),0.2,0.3,-0.09999999999999998
real_pce,2019-11-27 10:00:00,Real Personal Consumption (MoM)  (Oct),Real Personal Consumption (MoM),0.1,0.0,0.1
ism_manufacturing,2019-12-02 10:00:00,ISM Manufacturing PMI  (Nov),ISM Manufacturing PMI,48.1,49.2,-1.1000000000000014
ism_services,2019-12-04 10:00:00,ISM Non-Manufacturing PMI  (Nov),ISM Non-Manufacturing PMI,53.9,54.5,-0.6000000000000014
nonfarm_payrolls,2019-12-06 08:30:00,Nonfarm Payrolls  (Nov),Nonfarm Payrolls,266000.0,186000.0,80000.0
unemployment_rate,2019-12-06 08:30:00,Unemployment Rate  (Nov),Unemployment Rate,3.5,3.6,-0.10000000000000009
cpi,2019-12-11 08:30:00,CPI (YoY)  (Nov),CPI (YoY),2.1,2.0,0.10000000000000009
ppi,2019-12-12 08:30:00,PPI (MoM)  (Nov),PPI (MoM),0.0,0.2,-0.2
retail_sales,2019-12-13 08:30:00,Retail Sales (MoM)  (Nov),Retail Sales (MoM),0.2,0.5,-0.3
building_permits,2019-12-17 08:30:00,Building Permits  (Nov),Building Permits,1482000.0,1410000.0,72000.0
housing_starts,2019-12-17 08:30:00,Housing Starts  (Nov),Housing Starts,1365000.0,1345000.0,20000.0
industrial_production,2019-12-17 09:15:00,Industrial Production (MoM)  (Nov),Industrial Production (MoM),1.1,0.8,0.30000000000000004
existing_home_sales,2019-12-19 10:00:00,Existing Home Sales  (Nov),Existing Home Sales,5350000.0,5440000.0,-90000.0
pce_price_index,2019-12-20 10:00:00,PCE price index (MoM)  (Nov),PCE price index (MoM),0.2,0.2,0.0
real_pce,2019-12-20 10:00:00,Real Personal Consumption (MoM)  (Nov),Real Personal Consumption (MoM),0.3,0.2,0.09999999999999998
durable_goods,2019-12-23 08:30:00,Durable Goods Orders (MoM)  (Nov),Durable Goods Orders (MoM),-2.0,1.5,-3.5
new_home_sales,2019-12-23 10:00:00,New Home Sales  (Nov),New Home Sales,719000.0,734000.0,-15000.0
ism_manufacturing,2020-01-03 10:00:00,ISM Manufacturing PMI  (Dec),ISM Manufacturing PMI,47.2,49.0,-1.7999999999999972
