field_id,release_datetime_et,event,event_base_matched,A,C,raw_surprise
real_gdp_advance,2010-04-30 08:30:00,GDP (QoQ),GDP (QoQ),3.2,3.3,-0.09999999999999964
ism_manufacturing,2010-05-03 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,60.4,60.0,0.3999999999999986
ism_services,2010-05-05 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,55.4,56.1,-0.7000000000000028
nonfarm_payrolls,2010-05-07 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,290000.0,187000.0,103000.0
unemployment_rate,2010-05-07 08:30:00,Unemployment Rate,Unemployment Rate,9.9,9.7,0.20000000000000107
retail_sales,2010-05-14 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.4,0.3,0.10000000000000003
industrial_production,2010-05-14 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.8,0.6,0.20000000000000007
building_permits,2010-05-18 08:30:00,Building Permits,Building Permits,610000.0,680000.0,-70000.0
housing_starts,2010-05-18 08:30:00,Housing Starts,Housing Starts,670000.0,660000.0,10000.0
ppi,2010-05-18 08:30:00,PPI (MoM),PPI (MoM),-0.1,0.1,-0.2
existing_home_sales,2010-05-24 10:00:00,Existing Home Sales,Existing Home Sales,5770000.0,5650000.0,120000.0
durable_goods,2010-05-26 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),2.9,1.4,1.5
new_home_sales,2010-05-26 10:00:00,New Home Sales,New Home Sales,504000.0,425000.0,79000.0
real_gdp_advance,2010-05-27 08:30:00,GDP (QoQ),GDP (QoQ),3.0,3.3,-0.2999999999999998
ism_manufacturing,2010-06-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,59.7,58.9,0.8000000000000043
ism_services,2010-06-03 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,55.4,55.5,-0.10000000000000142
nonfarm_payrolls,2010-06-04 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,431000.0,500000.0,-69000.0
unemployment_rate,2010-06-04 08:30:00,Unemployment Rate,Unemployment Rate,9.7,9.8,-0.10000000000000142
retail_sales,2010-06-11 08:30:00,Retail Sales (MoM),Retail Sales (MoM),-1.2,0.3,-1.5
building_permits,2010-06-16 08:30:00,Building Permits,Building Permits,570000.0,630000.0,-60000.0
housing_starts,2010-06-16 08:30:00,Housing Starts,Housing Starts,590000.0,650000.0,-60000.0
ppi,2010-06-16 08:30:00,PPI (MoM),PPI (MoM),-0.3,-0.5,0.2
industrial_production,2010-06-16 09:15:00,Industrial Production (MoM),Industrial Production (MoM),1.2,0.9,0.29999999999999993
existing_home_sales,2010-06-22 10:00:00,Existing Home Sales,Existing Home Sales,5660000.0,6100000.0,-440000.0
new_home_sales,2010-06-23 10:00:00,New Home Sales,New Home Sales,300000.0,450000.0,-150000.0
durable_goods,2010-06-24 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),-1.1,-1.8,0.7
real_gdp_advance,2010-06-25 08:30:00,GDP (QoQ),GDP (QoQ),2.7,3.0,-0.2999999999999998
ism_manufacturing,2010-07-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,56.2,59.0,-2.799999999999997
nonfarm_payrolls,2010-07-02 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,-125000.0,-100000.0,-25000.0
unemployment_rate,2010-07-02 08:30:00,Unemployment Rate,Unemployment Rate,9.5,9.8,-0.3000000000000007
ism_services,2010-07-06 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,53.8,55.0,-1.2000000000000028
retail_sales,2010-07-14 08:30:00,Retail Sales (MoM),Retail Sales (MoM),-0.5,-0.2,-0.3
ppi,2010-07-15 08:30:00,PPI (MoM),PPI (MoM),-0.5,-0.1,-0.4
industrial_production,2010-07-15 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.1,0.0,0.1
building_permits,2010-07-20 08:30:00,Building Permits,Building Permits,590000.0,570000.0,20000.0
housing_starts,2010-07-20 08:30:00,Housing Starts,Housing Starts,550000.0,570000.0,-20000.0
existing_home_sales,2010-07-22 10:00:00,Existing Home Sales,Existing Home Sales,5370000.0,5040000.0,330000.0
new_home_sales,2010-07-26 10:00:00,New Home Sales,New Home Sales,330000.0,310000.0,20000.0
durable_goods,2010-07-28 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),-1.0,0.9,-1.9
real_gdp_advance,2010-07-30 08:30:00,GDP (QoQ),GDP (QoQ),2.4,2.5,-0.10000000000000009
ism_manufacturing,2010-08-02 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,55.5,54.2,1.2999999999999972
ism_services,2010-08-04 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,54.3,53.0,1.2999999999999972
nonfarm_payrolls,2010-08-06 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,-131000.0,-65000.0,-66000.0
unemployment_rate,2010-08-06 08:30:00,Unemployment Rate,Unemployment Rate,9.5,9.6,-0.09999999999999964
retail_sales,2010-08-13 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.4,0.5,-0.09999999999999998
building_permits,2010-08-17 08:30:00,Building Permits,Building Permits,570000.0,570000.0,0.0
housing_starts,2010-08-17 08:30:00,Housing Starts,Housing Starts,550000.0,550000.0,0.0
ppi,2010-08-17 08:30:00,PPI (MoM),PPI (MoM),0.2,0.2,0.0
industrial_production,2010-08-17 09:15:00,Industrial Production (MoM),Industrial Production (MoM),1.0,0.6,0.4
existing_home_sales,2010-08-24 10:00:00,Existing Home Sales,Existing Home Sales,3830000.0,4750000.0,-920000.0
durable_goods,2010-08-25 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),0.3,3.1,-2.8000000000000003
new_home_sales,2010-08-25 10:00:00,New Home Sales,New Home Sales,276000.0,330000.0,-54000.0
real_gdp_advance,2010-08-27 08:30:00,GDP (QoQ),GDP (QoQ),1.6,1.4,0.20000000000000018
ism_manufacturing,2010-09-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,56.3,53.0,3.299999999999997
nonfarm_payrolls,2010-09-03 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,-54000.0,-118000.0,64000.0
unemployment_rate,2010-09-03 08:30:00,Unemployment Rate,Unemployment Rate,9.6,9.6,0.0
ism_services,2010-09-03 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,51.5,53.2,-1.7000000000000028
retail_sales,2010-09-14 08:30:00,Retail Sales (MoM),Retail Sales (MoM),0.4,0.3,0.10000000000000003
industrial_production,2010-09-15 09:15:00,Industrial Production (MoM),Industrial Production (MoM),0.2,0.3,-0.09999999999999998
ppi,2010-09-16 08:30:00,PPI (MoM),PPI (MoM),0.4,0.3,0.10000000000000003
building_permits,2010-09-21 08:30:00,Building Permits,Building Permits,570000.0,560000.0,10000.0
housing_starts,2010-09-21 08:30:00,Housing Starts,Housing Starts,600000.0,550000.0,50000.0
existing_home_sales,2010-09-23 10:00:00,Existing Home Sales,Existing Home Sales,4130000.0,4040000.0,90000.0
durable_goods,2010-09-24 08:30:00,Durable Goods Orders (MoM),Durable Goods Orders (MoM),-1.3,-1.3,0.0
new_home_sales,2010-09-24 10:00:00,New Home Sales,New Home Sales,288000.0,290000.0,-2000.0
real_gdp_advance,2010-09-30 08:30:00,GDP (QoQ),GDP (QoQ),1.7,1.6,0.09999999999999987
ism_manufacturing,2010-10-01 10:00:00,ISM Manufacturing PMI,ISM Manufacturing PMI,54.4,54.5,-0.10000000000000142
ism_services,2010-10-05 10:00:00,ISM Non-Manufacturing PMI,ISM Non-Manufacturing PMI,53.2,51.8,1.4000000000000057
nonfarm_payrolls,2010-10-08 08:30:00,Nonfarm Payrolls,Nonfarm Payrolls,-95000.0,3000.0,-98000.0
unemployment_rate,2010-10-08 08:30:00,Unemployment Rate,Unemployment Rate,9.6,9.7,-0.09999999999999964
